Product ID,Product Name,Category,Date,Online Store Location,Sales Quantity,Selling Price,Promotions,Demand Trend,Customer Segments,Warehouse Location,Stock Levels,Stockout Frequency,Reorder Point,Order Fulfillment Time (days),Retail Store Location,Market Price,Competitor Prices,Discounts,Sales Volume,Return Rate (%),Elasticity Index
8688,Snacks,Groceries,2024-01-06,Delhi,163,84.72,No,Stable,Regular,Delhi,915,19,106,3,Bangalore,28.46,27.62,34.21,252,1.62,2.45
2230,Microwave,Home Appliances,2024-09-05,Chennai,233,40.71,Yes,Increasing,Regular,Hyderabad,399,5,119,13,Delhi,68.29,14.3,39.55,112,10.0,1.31
2100,Mixer,Home Appliances,2024-11-30,Mumbai,348,25.31,Yes,Stable,Budget,Kolkata,384,13,192,6,Hyderabad,87.2,23.28,6.49,342,11.64,2.43
2100,Mixer,Home Appliances,2024-11-30,Mumbai,348,25.31,Yes,Stable,Budget,Mumbai,627,18,178,2,Hyderabad,87.2,23.28,6.49,342,11.64,2.43
2997,Jeans,Fashion,2024-11-07,Mumbai,343,12.33,No,Stable,Regular,Ahmedabad,931,5,197,5,Ahmedabad,37.75,66.67,31.88,365,2.44,0.84
2997,Jeans,Fashion,2024-11-07,Mumbai,343,12.33,No,Stable,Regular,Ahmedabad,931,5,197,5,Pune,48.53,68.9,37.12,69,9.31,1.05
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Kolkata,987,9,61,9,Ahmedabad,6.65,83.83,26.99,341,4.18,1.02
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Kolkata,987,9,61,9,Bangalore,94.44,8.99,23.84,197,14.68,0.92
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Ahmedabad,223,13,127,12,Ahmedabad,6.65,83.83,26.99,341,4.18,1.02
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Ahmedabad,223,13,127,12,Bangalore,94.44,8.99,23.84,197,14.68,0.92
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Chennai,7,4,42,6,Ahmedabad,6.65,83.83,26.99,341,4.18,1.02
6545,Sofa,Furniture,2024-04-25,Pune,352,66.21,No,Stable,Regular,Chennai,7,4,42,6,Bangalore,94.44,8.99,23.84,197,14.68,0.92
8758,Rice,Groceries,2024-07-25,Pune,119,5.43,No,Increasing,Premium,Chennai,649,7,106,7,Hyderabad,63.6,94.55,18.39,265,1.1,0.55
1320,Rice,Groceries,2024-10-01,Ahmedabad,187,48.7,No,Increasing,Premium,Ahmedabad,119,17,62,3,Kolkata,50.33,9.21,34.05,54,9.86,1.1
1320,Rice,Groceries,2024-10-01,Ahmedabad,187,48.7,No,Increasing,Premium,Ahmedabad,474,3,156,7,Kolkata,50.33,9.21,34.05,54,9.86,1.1
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Ahmedabad,982,3,80,5,Kolkata,12.3,49.97,33.89,25,13.92,0.63
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Ahmedabad,982,3,80,5,Bangalore,26.09,56.05,33.03,238,17.38,1.94
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Kolkata,356,17,14,4,Kolkata,12.3,49.97,33.89,25,13.92,0.63
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Kolkata,356,17,14,4,Bangalore,26.09,56.05,33.03,238,17.38,1.94
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Hyderabad,596,6,165,1,Kolkata,12.3,49.97,33.89,25,13.92,0.63
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Hyderabad,596,6,165,1,Bangalore,26.09,56.05,33.03,238,17.38,1.94
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Chennai,388,7,122,2,Kolkata,12.3,49.97,33.89,25,13.92,0.63
6040,Fan,Home Appliances,2024-10-27,Ahmedabad,477,51.77,Yes,Increasing,Regular,Chennai,388,7,122,2,Bangalore,26.09,56.05,33.03,238,17.38,1.94
3434,Table,Furniture,2024-01-09,Bangalore,483,80.07,Yes,Stable,Budget,Pune,244,13,136,8,Mumbai,9.67,20.74,12.53,42,9.74,2.19
6711,Bookshelf,Furniture,2024-04-30,Bangalore,191,87.12,No,Stable,Regular,Hyderabad,833,13,42,7,Pune,66.42,31.76,29.3,469,1.05,0.7
6711,Bookshelf,Furniture,2024-04-30,Bangalore,191,87.12,No,Stable,Regular,Hyderabad,833,13,42,7,Kolkata,36.29,54.13,31.78,413,8.63,1.12
6711,Bookshelf,Furniture,2024-04-30,Bangalore,191,87.12,No,Stable,Regular,Kolkata,966,4,199,1,Pune,66.42,31.76,29.3,469,1.05,0.7
6711,Bookshelf,Furniture,2024-04-30,Bangalore,191,87.12,No,Stable,Regular,Kolkata,966,4,199,1,Kolkata,36.29,54.13,31.78,413,8.63,1.12
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Bangalore,360,9,104,10,Mumbai,23.14,28.83,8.85,488,16.01,1.02
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Bangalore,360,9,104,10,Chennai,29.77,43.34,34.24,203,9.81,2.3
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Ahmedabad,513,12,82,6,Mumbai,23.14,28.83,8.85,488,16.01,1.02
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Ahmedabad,513,12,82,6,Chennai,29.77,43.34,34.24,203,9.81,2.3
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Chennai,271,3,46,3,Mumbai,23.14,28.83,8.85,488,16.01,1.02
2355,Laptop,Electronics,2024-03-10,Hyderabad,371,37.69,No,Increasing,Premium,Chennai,271,3,46,3,Chennai,29.77,43.34,34.24,203,9.81,2.3
8505,Snacks,Groceries,2024-06-24,Kolkata,92,50.79,No,Decreasing,Premium,Delhi,495,16,77,12,Bangalore,65.93,82.24,34.7,266,17.36,2.25
1610,Fan,Home Appliances,2024-04-17,Pune,115,71.72,Yes,Increasing,Budget,Hyderabad,735,18,150,12,Kolkata,49.34,91.75,18.85,165,12.71,0.87
1610,Fan,Home Appliances,2024-04-17,Pune,115,71.72,Yes,Increasing,Budget,Hyderabad,735,18,150,12,Pune,29.91,97.24,1.55,317,11.95,1.19
3598,Jeans,Fashion,2024-06-20,Pune,2,64.99,Yes,Decreasing,Regular,Pune,839,17,19,3,Mumbai,17.95,87.01,20.67,474,2.43,0.82
8166,Laptop,Electronics,2024-07-21,Mumbai,154,99.9,No,Stable,Regular,Bangalore,114,3,191,4,Pune,37.31,36.98,12.64,359,9.22,2.23
8166,Laptop,Electronics,2024-07-21,Mumbai,154,99.9,No,Stable,Regular,Mumbai,263,14,110,4,Pune,37.31,36.98,12.64,359,9.22,2.23
6295,Rice,Groceries,2024-01-15,Mumbai,232,12.37,Yes,Decreasing,Regular,Ahmedabad,121,11,91,7,Ahmedabad,40.84,8.83,43.81,332,6.57,1.34
6295,Rice,Groceries,2024-01-15,Mumbai,232,12.37,Yes,Decreasing,Regular,Ahmedabad,121,11,91,7,Mumbai,98.84,97.6,24.81,488,13.55,2.12
5877,Chair,Furniture,2024-02-01,Chennai,59,28.75,Yes,Increasing,Regular,Ahmedabad,367,10,171,7,Mumbai,72.21,48.51,11.92,316,13.12,2.43
5877,Chair,Furniture,2024-02-01,Chennai,59,28.75,Yes,Increasing,Regular,Ahmedabad,367,10,171,7,Mumbai,42.78,53.91,12.97,142,2.62,1.56
5877,Chair,Furniture,2024-02-01,Chennai,59,28.75,Yes,Increasing,Regular,Chennai,499,7,198,5,Mumbai,72.21,48.51,11.92,316,13.12,2.43
5877,Chair,Furniture,2024-02-01,Chennai,59,28.75,Yes,Increasing,Regular,Chennai,499,7,198,5,Mumbai,42.78,53.91,12.97,142,2.62,1.56
2226,Monitor,Electronics,2024-05-01,Mumbai,314,61.84,Yes,Stable,Regular,Bangalore,22,16,119,4,Hyderabad,23.49,41.06,7.43,214,8.23,2.21
3547,Coffee,Groceries,2024-04-12,Bangalore,24,11.63,No,Stable,Regular,Chennai,127,4,184,1,Ahmedabad,37.98,14.44,49.96,337,19.83,1.61
3547,Coffee,Groceries,2024-04-12,Bangalore,24,11.63,No,Stable,Regular,Mumbai,451,2,138,9,Ahmedabad,37.98,14.44,49.96,337,19.83,1.61
3547,Coffee,Groceries,2024-04-12,Bangalore,24,11.63,No,Stable,Regular,Pune,556,8,88,14,Ahmedabad,37.98,14.44,49.96,337,19.83,1.61
6000,Table,Furniture,2024-05-29,Delhi,17,45.58,No,Stable,Budget,Hyderabad,581,16,17,4,Hyderabad,55.19,29.64,17.36,386,4.18,1.04
6000,Table,Furniture,2024-05-29,Delhi,17,45.58,No,Stable,Budget,Ahmedabad,201,16,188,1,Hyderabad,55.19,29.64,17.36,386,4.18,1.04
3166,Sofa,Furniture,2024-11-03,Mumbai,169,83.87,Yes,Increasing,Budget,Bangalore,879,17,28,3,Ahmedabad,95.67,43.4,24.62,329,16.29,1.37
3166,Sofa,Furniture,2024-11-03,Mumbai,169,83.87,Yes,Increasing,Budget,Bangalore,879,17,28,3,Hyderabad,64.23,33.26,12.75,413,17.5,0.95
3166,Sofa,Furniture,2024-11-03,Mumbai,169,83.87,Yes,Increasing,Budget,Delhi,280,8,127,14,Ahmedabad,95.67,43.4,24.62,329,16.29,1.37
3166,Sofa,Furniture,2024-11-03,Mumbai,169,83.87,Yes,Increasing,Budget,Delhi,280,8,127,14,Hyderabad,64.23,33.26,12.75,413,17.5,0.95
4467,T-Shirt,Fashion,2024-08-04,Mumbai,389,39.67,Yes,Decreasing,Regular,Chennai,617,18,93,13,Delhi,98.94,31.19,36.44,120,2.26,1.95
4467,T-Shirt,Fashion,2024-08-04,Mumbai,389,39.67,Yes,Decreasing,Regular,Chennai,617,18,93,13,Hyderabad,20.49,19.07,4.44,72,18.04,1.77
4467,T-Shirt,Fashion,2024-08-04,Mumbai,389,39.67,Yes,Decreasing,Regular,Ahmedabad,380,12,14,9,Delhi,98.94,31.19,36.44,120,2.26,1.95
4467,T-Shirt,Fashion,2024-08-04,Mumbai,389,39.67,Yes,Decreasing,Regular,Ahmedabad,380,12,14,9,Hyderabad,20.49,19.07,4.44,72,18.04,1.77
3698,Bookshelf,Furniture,2024-02-05,Kolkata,454,75.56,Yes,Increasing,Premium,Bangalore,480,12,48,9,Pune,60.5,12.65,19.69,364,9.6,2.13
4986,Bread,Groceries,2024-11-20,Ahmedabad,255,69.69,No,Stable,Premium,Bangalore,177,4,188,13,Mumbai,35.99,32.11,32.49,414,13.36,0.77
4986,Bread,Groceries,2024-11-20,Ahmedabad,255,69.69,No,Stable,Premium,Ahmedabad,461,13,100,4,Mumbai,35.99,32.11,32.49,414,13.36,0.77
4986,Bread,Groceries,2024-11-20,Ahmedabad,255,69.69,No,Stable,Premium,Ahmedabad,309,12,112,11,Mumbai,35.99,32.11,32.49,414,13.36,0.77
6598,Monitor,Electronics,2024-03-08,Kolkata,388,78.17,Yes,Stable,Regular,Mumbai,901,10,164,3,Kolkata,86.38,61.56,35.67,344,0.19,2.14
6598,Monitor,Electronics,2024-03-08,Kolkata,388,78.17,Yes,Stable,Regular,Mumbai,901,10,164,3,Mumbai,62.76,27.14,39.09,68,12.48,1.75
6598,Monitor,Electronics,2024-03-08,Kolkata,388,78.17,Yes,Stable,Regular,Hyderabad,531,18,22,2,Kolkata,86.38,61.56,35.67,344,0.19,2.14
6598,Monitor,Electronics,2024-03-08,Kolkata,388,78.17,Yes,Stable,Regular,Hyderabad,531,18,22,2,Mumbai,62.76,27.14,39.09,68,12.48,1.75
6898,Coffee,Groceries,2024-07-09,Delhi,177,22.81,Yes,Stable,Premium,Pune,574,9,77,10,Hyderabad,44.45,56.9,11.69,411,16.7,1.6
1395,Table,Furniture,2024-12-11,Chennai,342,23.41,No,Decreasing,Regular,Hyderabad,141,6,175,10,Mumbai,79.4,13.71,33.04,481,12.51,1.1
1395,Table,Furniture,2024-12-11,Chennai,342,23.41,No,Decreasing,Regular,Hyderabad,141,6,175,10,Chennai,93.13,47.85,0.02,241,1.27,1.19
1395,Table,Furniture,2024-12-11,Chennai,342,23.41,No,Decreasing,Regular,Chennai,161,17,41,5,Mumbai,79.4,13.71,33.04,481,12.51,1.1
1395,Table,Furniture,2024-12-11,Chennai,342,23.41,No,Decreasing,Regular,Chennai,161,17,41,5,Chennai,93.13,47.85,0.02,241,1.27,1.19
3386,Hoodie,Fashion,2024-06-29,Mumbai,38,5.3,Yes,Increasing,Budget,Mumbai,114,12,160,1,Hyderabad,26.34,35.39,48.36,419,6.66,2.13
3386,Hoodie,Fashion,2024-06-29,Mumbai,38,5.3,Yes,Increasing,Budget,Mumbai,114,12,160,1,Hyderabad,69.18,85.97,5.8,361,3.0,2.32
3386,Hoodie,Fashion,2024-06-29,Mumbai,38,5.3,Yes,Increasing,Budget,Mumbai,114,12,160,1,Kolkata,20.76,21.15,5.37,399,6.33,2.31
1912,Snacks,Groceries,2024-07-09,Kolkata,147,89.24,Yes,Decreasing,Premium,Hyderabad,51,3,43,5,Chennai,97.13,9.16,23.56,141,4.22,2.36
1912,Snacks,Groceries,2024-07-09,Kolkata,147,89.24,Yes,Decreasing,Premium,Hyderabad,51,3,43,5,Bangalore,44.04,60.64,46.49,421,5.96,1.17
1912,Snacks,Groceries,2024-07-09,Kolkata,147,89.24,Yes,Decreasing,Premium,Hyderabad,51,3,43,5,Mumbai,54.36,5.89,6.56,23,17.7,1.45
7099,Bookshelf,Furniture,2024-12-05,Delhi,444,91.55,No,Decreasing,Budget,Kolkata,859,14,52,11,Chennai,20.67,59.97,47.37,184,2.69,1.31
1879,Bookshelf,Furniture,2024-08-27,Delhi,135,34.24,No,Decreasing,Budget,Kolkata,520,6,78,11,Hyderabad,15.49,56.81,18.94,328,7.28,2.3
1879,Bookshelf,Furniture,2024-08-27,Delhi,135,34.24,No,Decreasing,Budget,Kolkata,520,6,78,11,Ahmedabad,13.94,56.39,28.16,141,0.8,0.94
3015,T-Shirt,Fashion,2024-03-07,Delhi,174,48.86,No,Stable,Regular,Ahmedabad,983,7,142,14,Pune,75.1,49.18,2.0,146,10.92,0.68
3462,Jeans,Fashion,2024-01-24,Kolkata,93,72.78,Yes,Stable,Budget,Kolkata,896,18,148,10,Hyderabad,17.09,66.71,3.23,58,9.13,1.86
8413,T-Shirt,Fashion,2024-11-24,Ahmedabad,165,23.76,No,Decreasing,Premium,Bangalore,845,13,141,5,Ahmedabad,37.97,22.82,5.75,131,4.82,1.98
4762,Chair,Furniture,2024-07-02,Ahmedabad,47,99.58,No,Decreasing,Budget,Pune,105,7,148,12,Kolkata,34.21,91.72,22.78,41,0.67,1.26
4762,Chair,Furniture,2024-07-02,Ahmedabad,47,99.58,No,Decreasing,Budget,Chennai,900,7,83,1,Kolkata,34.21,91.72,22.78,41,0.67,1.26
6215,Jeans,Fashion,2024-07-02,Mumbai,480,68.93,Yes,Increasing,Regular,Kolkata,167,19,56,14,Kolkata,12.61,59.79,8.77,324,11.21,0.86
4711,Sofa,Furniture,2024-11-24,Kolkata,164,78.3,No,Increasing,Regular,Hyderabad,744,16,107,13,Mumbai,74.09,55.23,39.72,262,17.8,0.9
4711,Sofa,Furniture,2024-11-24,Kolkata,164,78.3,No,Increasing,Regular,Hyderabad,744,16,107,13,Kolkata,35.44,48.26,49.55,196,4.74,1.97
4711,Sofa,Furniture,2024-11-24,Kolkata,164,78.3,No,Increasing,Regular,Hyderabad,744,16,107,13,Ahmedabad,26.21,48.23,25.06,228,13.92,1.46
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Kolkata,705,1,192,5,Kolkata,34.69,30.03,3.47,417,6.34,2.18
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Kolkata,705,1,192,5,Hyderabad,78.61,75.62,4.07,370,13.74,2.04
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Chennai,883,4,27,9,Kolkata,34.69,30.03,3.47,417,6.34,2.18
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Chennai,883,4,27,9,Hyderabad,78.61,75.62,4.07,370,13.74,2.04
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Ahmedabad,745,14,181,9,Kolkata,34.69,30.03,3.47,417,6.34,2.18
7520,Washing Machine,Home Appliances,2024-01-22,Ahmedabad,357,87.55,No,Decreasing,Regular,Ahmedabad,745,14,181,9,Hyderabad,78.61,75.62,4.07,370,13.74,2.04
2964,Laptop,Electronics,2024-07-14,Hyderabad,24,78.71,Yes,Stable,Premium,Ahmedabad,811,9,18,1,Ahmedabad,24.43,64.65,6.89,30,11.79,1.8
